36.7.109.160;;;tcp;88;kerberos-sec;open;;;syn-ack;;3;
36.7.109.160;;;tcp;106;pop3pw;open;;;syn-ack;;3;
36.7.109.160;;;tcp;110;pop3;open;;;syn-ack;;3;
36.7.109.160;;;tcp;111;rpcbind;open;;;syn-ack;;3;
36.7.109.160;;;tcp;113;ident;open;;;syn-ack;;3;
36.7.109.160;;;tcp;119;nntp;open;;;syn-ack;;3;
36.7.109.160;;;tcp;135;msrpc;filtered;;;no-response;;3;
36.7.109.160;;;tcp;139;netbios-ssn;filtered;;;no-response;;3;
36.7.109.160;;;tcp;143;imap;open;;;syn-ack;;3;
36.7.109.160;;;tcp;144;news;open;;;syn-ack;;3;
36.7.109.160;;;tcp;179;bgp;open;;;syn-ack;;3;
36.7.109.160;;;tcp;199;smux;open;;;syn-ack;;3;
36.7.109.160;;;tcp;389;ldap;open;;;syn-ack;;3;
36.7.109.160;;;tcp;427;svrloc;open;;;syn-ack;;3;
36.7.109.160;;;tcp;443;https;open;;;syn-ack;;3;
36.7.109.160;;;tcp;444;snpp;open;;;syn-ack;;3;
36.7.109.160;;;tcp;445;microsoft-ds;filtered;;;no-response;;3;
36.7.109.160;;;tcp;465;smtps;open;;;syn-ack;;3;
36.7.109.160;;;tcp;513;login;open;;;syn-ack;;3;
36.7.109.160;;;tcp;514;shell;open;;;syn-ack;;3;
36.7.109.160;;;tcp;515;printer;open;;;syn-ack;;3;
36.7.109.160;;;tcp;543;klogin;open;;;syn-ack;;3;
36.7.109.160;;;tcp;544;kshell;open;;;syn-ack;;3;
36.7.109.160;;;tcp;548;afp;open;;;syn-ack;;3;
36.7.109.160;;;tcp;554;rtsp;open;;;syn-ack;;3;
36.7.109.160;;;tcp;587;submission;open;;;syn-ack;;3;
36.7.109.160;;;tcp;631;ipp;open;;;syn-ack;;3;
36.7.109.160;;;tcp;646;ldp;open;;;syn-ack;;3;
36.7.109.160;;;tcp;873;rsync;open;;;syn-ack;;3;
36.7.109.160;;;tcp;990;ftps;open;;;syn-ack;;3;
36.7.109.160;;;tcp;993;imaps;open;;;syn-ack;;3;
36.7.109.160;;;tcp;995;pop3s;open;;;syn-ack;;3;
36.7.109.160;;;tcp;1025;NFS-or-IIS;open;;;syn-ack;;3;
36.7.109.160;;;tcp;1026;LSA-or-nterm;open;;;syn-ack;;3;
36.7.109.160;;;tcp;1027;IIS;open;;;syn-ack;;3;
36.7.109.160;;;tcp;1028;unknown;open;;;syn-ack;;3;
36.7.109.160;;;tcp;1029;ms-lsa;open;;;syn-ack;;3;
36.7.109.160;;;tcp;1110;nfsd-status;open;;;syn-ack;;3;
36.7.109.160;;;tcp;1433;ms-sql-s;open;;;syn-ack;;3;
36.7.109.160;;;tcp;1720;h323q931;open;;;syn-ack;;3;
36.7.109.160;;;tcp;1723;pptp;open;;;syn-ack;;3;
36.7.109.160;;;tcp;1755;wms;open;;;syn-ack;;3;
